Id,Credit Score,Income,Employment Status,Debt-to-Income Ratio,Loan Amount,Loan Purpose,Marital Status,Number of Dependents,Residence Status,Previous Loan History,Bank Account Balance,Education Level,Existing Loan Balance,Maximum Loan Limit,Loan Approval Status
6933,737,76145,Employed,0.311,8111,Home Purchase,Divorced,2,Renter,Paid in Full,12260,High School,0.0,35074,1
6934,504,0,Unemployed,0.261,14191,Home Purchase,Single,1,Living with Parents,No Previous Loan,6526,Bachelor,0.0,0,0
6935,800,56453,Employed,0.169,5386,Home Purchase,Single,1,Renter,No Previous Loan,16591,Bachelor,0.0,28226,1
6936,715,68509,Employed,0.214,6843,Home Purchase,Married,3,Owner,Defaulted,16667,High School,5904.66203504561,24710,1
6937,656,48240,Self-employed,0.1,25088,Education,Single,0,Renter,Paid in Full,6140,Bachelor,0.0,19778,0
6938,744,70224,Employed,0.125,9442,Personal Expenses,Single,0,Renter,Paid in Full,3879,High School,0.0,32654,1
6939,800,89773,Employed,0.355,7174,Personal Expenses,Married,1,Renter,Paid in Full,12530,High School,0.0,44886,1
6940,690,59089,Self-employed,0.205,23506,Personal Expenses,Married,1,Renter,Paid in Full,5072,Bachelor,0.0,25482,0
6941,609,67130,Self-employed,0.293,21932,Home Purchase,Single,0,Owner,No Previous Loan,62287,Master or above,0.0,25551,1
6942,710,119827,Employed,0.223,12094,Home Purchase,Married,2,Renter,No Previous Loan,5186,Bachelor,0.0,53173,1
6943,527,76015,Employed,0.331,12924,Home Purchase,Single,2,Renter,Defaulted,7353,Bachelor,13862.803485391718,11174,0
6944,487,66337,Employed,0.1,22737,Home Purchase,Single,0,Renter,Defaulted,8365,Master or above,14753.825644413424,5437,1
6945,342,37162,Self-employed,0.181,39527,Education,Single,2,Renter,Defaulted,16320,High School,4720.359581678399,3223,0
6946,592,83919,Employed,0.364,18340,Personal Expenses,Single,0,Renter,Defaulted,17697,Master or above,105082.71248793637,0,0
6947,693,70768,Employed,0.296,4554,Education,Single,1,Living with Parents,No Previous Loan,28041,Master or above,0.0,30651,1
6948,526,114001,Self-employed,0.333,12020,Personal Expenses,Single,0,Renter,No Previous Loan,9035,Bachelor,0.0,37477,0
6949,620,61422,Employed,0.199,9983,Education,Single,2,Renter,Defaulted,5469,High School,37054.59210547332,0,0
6950,736,24196,Self-employed,0.146,5233,Car Purchase,Married,1,Living with Parents,No Previous Loan,2841,Master or above,0.0,11130,1
6951,800,25643,Employed,0.1,24679,Personal Expenses,Married,1,Owner,Paid in Full,7585,Bachelor,0.0,12821,1
6952,735,86676,Employed,0.1,26653,Personal Expenses,Married,1,Renter,Paid in Full,8419,High School,0.0,39816,1
6953,800,45116,Employed,0.281,31008,Car Purchase,Single,2,Owner,Paid in Full,28415,Bachelor,0.0,22558,1
6954,576,74643,Self-employed,0.251,5568,Car Purchase,Single,1,Renter,Paid in Full,57142,Bachelor,0.0,26871,0
6955,800,63526,Employed,0.193,17557,Home Purchase,Single,1,Renter,Paid in Full,30425,High School,0.0,31763,1
6956,668,55197,Employed,0.251,14906,Personal Expenses,Single,2,Renter,No Previous Loan,8425,Bachelor,0.0,23044,0
6957,719,57177,Employed,0.214,20398,Home Purchase,Married,1,Renter,Paid in Full,493,Bachelor,0.0,25693,1
6958,581,38925,Self-employed,0.296,17077,Education,Married,1,Renter,No Previous Loan,6815,Bachelor,0.0,14134,0
6959,475,0,Unemployed,0.295,14812,Education,Married,3,Renter,No Previous Loan,8571,Master or above,0.0,0,0
6960,468,44795,Employed,0.1,13135,Personal Expenses,Single,1,Living with Parents,Defaulted,10623,Bachelor,81096.61754838539,0,0
6961,648,49810,Employed,0.227,45371,Home Purchase,Single,2,Renter,Paid in Full,21931,High School,751.2289631149653,19421,0
6962,644,0,Unemployed,0.1,6335,Home Purchase,Single,1,Renter,No Previous Loan,5939,Bachelor,0.0,0,0
6963,800,53570,Employed,0.213,12614,Personal Expenses,Single,0,Renter,Paid in Full,12186,High School,0.0,26785,1
6964,700,95147,Employed,0.26,44230,Car Purchase,Married,2,Renter,Paid in Full,7949,High School,0.0,41626,1
6965,800,56229,Employed,0.1,6665,Home Purchase,Single,1,Owner,No Previous Loan,32462,Bachelor,0.0,28114,1
6966,759,100102,Self-employed,0.158,7014,Personal Expenses,Married,1,Renter,No Previous Loan,16924,Master or above,0.0,47485,1
6967,800,129447,Employed,0.201,31249,Personal Expenses,Single,0,Renter,No Previous Loan,12466,Master or above,0.0,64723,1
6968,609,92002,Employed,0.223,3611,Education,Married,3,Renter,Paid in Full,6358,Master or above,2088.8618973361927,32929,1
6969,767,78380,Employed,0.172,29040,Personal Expenses,Single,0,Renter,Paid in Full,9096,High School,0.0,37573,1
6970,541,70651,Employed,0.1,9192,Home Purchase,Single,0,Owner,Defaulted,58769,Bachelor,5124.862657936971,18764,1
6971,742,92482,Employed,0.195,22602,Personal Expenses,Single,1,Owner,Paid in Full,10454,Bachelor,0.0,42888,1
6972,681,62741,Employed,0.1,4425,Personal Expenses,Single,2,Renter,Paid in Full,3275,High School,0.0,26704,1
6973,800,98163,Employed,0.177,49064,Education,Married,1,Owner,No Previous Loan,41931,High School,0.0,49081,1
6974,787,81564,Employed,0.156,4440,Education,Married,1,Renter,Paid in Full,40147,Master or above,0.0,40119,1
6975,800,50120,Employed,0.187,30969,Personal Expenses,Married,1,Renter,Paid in Full,4439,High School,645.3963355489263,24414,1
6976,546,93903,Self-employed,0.144,4630,Education,Single,0,Living with Parents,No Previous Loan,17361,Bachelor,0.0,32044,0
6977,507,62808,Self-employed,0.1,91501,Car Purchase,Divorced,0,Owner,Defaulted,14248,Bachelor,28790.680844071398,0,0
6978,636,56899,Self-employed,0.163,13966,Education,Single,1,Renter,Paid in Full,1553,High School,0.0,22617,0
6979,576,47287,Employed,0.293,105520,Home Purchase,Single,1,Renter,Paid in Full,13482,Master or above,457.0070652244787,16566,0
6980,800,65193,Employed,0.326,6613,Car Purchase,Divorced,2,Owner,Paid in Full,7089,High School,1092.932253096427,31503,1
6981,691,98748,Employed,0.4,9634,Car Purchase,Divorced,1,Owner,No Previous Loan,19637,Bachelor,0.0,42646,1
6982,425,0,Unemployed,0.369,50338,Home Purchase,Married,1,Renter,No Previous Loan,28714,Bachelor,0.0,0,0
6983,612,71596,Self-employed,0.1,3603,Personal Expenses,Single,1,Living with Parents,Paid in Full,23838,Master or above,0.0,27385,1
6984,773,80977,Self-employed,0.159,7454,Car Purchase,Single,3,Owner,Paid in Full,1676,Bachelor,618.7851364049666,38503,1
6985,786,113317,Employed,0.198,24609,Education,Married,2,Renter,No Previous Loan,36285,Bachelor,0.0,55666,1
6986,550,55665,Employed,0.191,5415,Home Purchase,Married,3,Renter,No Previous Loan,2609,Bachelor,0.0,19134,0
6987,630,34351,Employed,0.207,25276,Car Purchase,Single,2,Living with Parents,No Previous Loan,5893,Bachelor,0.0,13525,0
6988,688,114997,Employed,0.4,17786,Personal Expenses,Married,1,Renter,Paid in Full,6912,High School,0.0,49448,1
6989,559,46037,Employed,0.1,3301,Car Purchase,Single,1,Renter,No Previous Loan,52636,High School,0.0,16084,0
6990,699,0,Unemployed,0.129,39480,Education,Married,1,Renter,Paid in Full,9766,High School,1016.6082527852116,0,0
6991,610,24440,Employed,0.364,4244,Personal Expenses,Married,3,Renter,No Previous Loan,27940,High School,0.0,9317,0
6992,736,79836,Employed,0.138,32437,Car Purchase,Divorced,0,Owner,Paid in Full,7307,Master or above,0.0,36724,1
6993,710,26672,Employed,0.239,17056,Car Purchase,Married,2,Living with Parents,No Previous Loan,11289,High School,0.0,11835,1
6994,617,0,Unemployed,0.303,9516,Home Purchase,Single,1,Living with Parents,No Previous Loan,12841,Bachelor,0.0,0,0
6995,800,80516,Employed,0.249,4966,Education,Single,2,Owner,No Previous Loan,12688,Bachelor,0.0,40258,1
6996,735,86082,Employed,0.219,20849,Personal Expenses,Married,1,Renter,No Previous Loan,38630,Master or above,0.0,39543,1
6997,587,0,Unemployed,0.294,6268,Education,Single,1,Owner,Defaulted,6096,Bachelor,51390.86595055345,0,0
6998,598,56107,Employed,0.111,50199,Home Purchase,Married,1,Renter,No Previous Loan,10846,Bachelor,0.0,20969,0
6999,453,38785,Employed,0.15,52065,Home Purchase,Single,0,Living with Parents,No Previous Loan,82243,Bachelor,0.0,10981,0
7000,686,45610,Employed,0.254,77484,Home Purchase,Married,2,Living with Parents,Paid in Full,104898,High School,0.0,19555,1
7001,693,68542,Employed,0.1,19864,Home Purchase,Single,2,Renter,No Previous Loan,2278,Bachelor,0.0,29687,1
7002,431,46689,Self-employed,0.342,10011,Car Purchase,Single,0,Living with Parents,Paid in Full,13741,Bachelor,0.0,12576,0
7003,588,53103,Self-employed,0.23,11146,Home Purchase,Single,0,Renter,Paid in Full,17124,High School,0.0,19515,0
7004,650,28846,Employed,0.215,10360,Education,Married,1,Renter,No Previous Loan,8734,High School,0.0,11718,0
7005,591,105723,Employed,0.1,19222,Personal Expenses,Married,2,Living with Parents,No Previous Loan,8578,High School,0.0,39051,1
7006,738,77430,Employed,0.1,23211,Home Purchase,Single,0,Renter,Paid in Full,31894,Bachelor,1411.893836363157,34302,1
7007,800,89192,Employed,0.16,51398,Personal Expenses,Single,2,Renter,Paid in Full,40357,High School,0.0,44596,1
7008,574,114383,Employed,0.281,15304,Education,Single,2,Living with Parents,No Previous Loan,6690,Bachelor,0.0,41034,1
7009,761,39715,Employed,0.1,3687,Personal Expenses,Single,1,Renter,Paid in Full,48114,Bachelor,0.0,18889,1
7010,663,50156,Employed,0.279,9980,Home Purchase,Married,2,Renter,No Previous Loan,2036,Master or above,0.0,20783,0
7011,631,23264,Self-employed,0.164,71086,Personal Expenses,Married,3,Living with Parents,Paid in Full,7802,High School,0.0,9174,0
7012,800,288459,Employed,0.178,3162,Personal Expenses,Single,0,Owner,No Previous Loan,13500,Master or above,0.0,144229,1
7013,725,55676,Employed,0.225,31412,Personal Expenses,Single,1,Renter,No Previous Loan,5969,Bachelor,0.0,25228,1
7014,687,100857,Employed,0.227,10150,Personal Expenses,Single,2,Renter,Paid in Full,61500,Bachelor,0.0,43305,1
7015,773,32306,Self-employed,0.129,6200,Home Purchase,Married,1,Owner,No Previous Loan,10792,Master or above,0.0,15607,1
7016,750,98744,Employed,0.262,22279,Home Purchase,Married,2,Renter,No Previous Loan,2601,Master or above,0.0,46286,1
7017,759,151887,Employed,0.1,71450,Personal Expenses,Married,1,Renter,Paid in Full,10591,Bachelor,0.0,72051,1
7018,800,58218,Employed,0.155,21083,Home Purchase,Married,1,Living with Parents,Paid in Full,26795,Master or above,0.0,29109,1
7019,684,36194,Self-employed,0.215,11536,Car Purchase,Single,3,Renter,Paid in Full,11117,High School,0.0,15472,0
7020,712,55977,Employed,0.166,4104,Home Purchase,Divorced,0,Renter,Paid in Full,19546,High School,609.8062667753442,24299,1
7021,444,19706,Self-employed,0.1,13588,Education,Single,0,Living with Parents,No Previous Loan,15140,High School,0.0,5468,0
7022,622,0,Unemployed,0.276,3958,Education,Married,1,Renter,Paid in Full,6807,High School,0.0,0,0
7023,538,90452,Self-employed,0.1,11002,Personal Expenses,Single,1,Renter,No Previous Loan,40620,High School,0.0,30414,0
7024,519,58936,Employed,0.193,14083,Personal Expenses,Single,0,Renter,No Previous Loan,1974,Master or above,0.0,19117,0
7025,800,52053,Employed,0.215,1415,Education,Single,1,Owner,Paid in Full,2640,Bachelor,743.9998215087612,25282,1
7026,679,78110,Employed,0.202,60121,Education,Single,1,Renter,Paid in Full,1500,Bachelor,496.0871524847279,32651,1
7027,560,0,Unemployed,0.317,4347,Car Purchase,Single,2,Renter,Paid in Full,15355,Bachelor,0.0,0,0
7028,568,26164,Employed,0.195,12454,Home Purchase,Single,4,Renter,Paid in Full,3280,High School,1390.0345973021806,7898,0
7029,531,62724,Employed,0.243,25581,Personal Expenses,Married,1,Renter,No Previous Loan,3365,High School,0.0,20816,1
7030,800,202823,Employed,0.194,55512,Education,Married,2,Living with Parents,Paid in Full,2613,Bachelor,1061.9233739726994,100349,1
7031,800,30779,Employed,0.261,6793,Car Purchase,Single,1,Owner,Paid in Full,5714,Bachelor,0.0,15389,1
7032,701,57491,Employed,0.339,1220,Home Purchase,Single,1,Renter,Paid in Full,3370,Bachelor,0.0,25188,1
7033,686,158414,Employed,0.214,44111,Education,Married,2,Renter,Paid in Full,49032,Bachelor,0.0,67920,1
7034,800,104212,Employed,0.278,4299,Car Purchase,Married,1,Owner,Paid in Full,6800,High School,0.0,52106,1
7035,768,46416,Self-employed,0.346,21487,Home Purchase,Married,1,Owner,Paid in Full,8037,Bachelor,0.0,22279,0
7036,618,66513,Employed,0.336,22865,Personal Expenses,Divorced,1,Renter,No Previous Loan,14374,Bachelor,0.0,25690,1
7037,643,59936,Employed,0.161,580,Home Purchase,Single,0,Living with Parents,Paid in Full,6820,High School,0.0,24086,0
7038,557,41277,Employed,0.304,2983,Education,Single,2,Living with Parents,Defaulted,5791,Bachelor,44926.26852111926,0,0
7039,764,57813,Employed,0.225,9461,Personal Expenses,Married,2,Owner,No Previous Loan,7191,Bachelor,0.0,27605,1
7040,705,52162,Self-employed,0.312,1131,Personal Expenses,Married,3,Renter,Paid in Full,19414,Master or above,0.0,22983,1
7041,507,63479,Employed,0.257,3935,Personal Expenses,Married,2,Renter,Defaulted,17030,Bachelor,18514.376284542483,1600,0
7042,730,41270,Employed,0.228,16961,Personal Expenses,Married,3,Owner,Paid in Full,10299,High School,0.0,18829,1
7043,616,31691,Employed,0.243,13729,Home Purchase,Married,2,Owner,No Previous Loan,1056,Master or above,0.0,12201,1
7044,749,0,Unemployed,0.226,20301,Personal Expenses,Single,1,Living with Parents,No Previous Loan,6701,Bachelor,0.0,0,0
7045,800,141443,Employed,0.229,23506,Home Purchase,Single,3,Renter,Paid in Full,5642,Master or above,0.0,70721,1
7046,758,62517,Self-employed,0.184,2790,Home Purchase,Single,1,Renter,No Previous Loan,56073,Bachelor,0.0,29617,1
7047,691,50833,Employed,0.175,4150,Home Purchase,Single,1,Renter,No Previous Loan,8630,Bachelor,0.0,21953,1
7048,688,87478,Employed,0.376,32117,Personal Expenses,Single,0,Owner,No Previous Loan,43875,High School,0.0,37615,1
7049,593,55433,Employed,0.248,68881,Car Purchase,Married,2,Renter,No Previous Loan,7738,High School,0.0,20544,0
7050,800,152682,Self-employed,0.143,5701,Car Purchase,Single,1,Renter,No Previous Loan,34058,High School,0.0,76341,1
7051,718,59882,Employed,0.172,19432,Home Purchase,Single,1,Renter,Paid in Full,7235,Bachelor,0.0,26872,1
7052,645,0,Unemployed,0.306,33620,Home Purchase,Single,2,Living with Parents,No Previous Loan,3318,Bachelor,0.0,0,0
7053,722,41142,Employed,0.126,19022,Education,Married,2,Owner,No Previous Loan,6216,Master or above,0.0,18565,1
7054,800,77160,Employed,0.1,11696,Home Purchase,Married,2,Owner,Paid in Full,2245,Bachelor,0.0,38580,1
7055,696,68847,Employed,0.1,7904,Education,Married,2,Living with Parents,Paid in Full,14829,High School,0.0,29948,1
7056,718,58328,Self-employed,0.1,109215,Personal Expenses,Single,1,Renter,No Previous Loan,4714,High School,0.0,26174,0
7057,560,46686,Employed,0.1,16514,Education,Married,3,Living with Parents,Paid in Full,32267,Master or above,931.6303402722117,15408,0
7058,647,43611,Self-employed,0.1,22131,Personal Expenses,Married,2,Renter,No Previous Loan,16696,Master or above,0.0,17635,0
7059,561,0,Unemployed,0.339,20746,Home Purchase,Married,1,Renter,No Previous Loan,5279,High School,0.0,0,0
7060,700,0,Unemployed,0.195,6656,Home Purchase,Single,0,Renter,Paid in Full,2579,Master or above,0.0,0,0
7061,800,56303,Employed,0.164,15782,Personal Expenses,Single,2,Owner,Paid in Full,3629,High School,0.0,28151,1
7062,735,69267,Employed,0.1,10867,Personal Expenses,Married,2,Renter,No Previous Loan,55927,High School,0.0,31819,1
7063,771,58873,Self-employed,0.186,10674,Education,Married,2,Renter,Paid in Full,2101,High School,1872.0833209696705,26497,0
7064,800,63029,Employed,0.1,20594,Personal Expenses,Married,2,Owner,Paid in Full,3069,Bachelor,0.0,31514,1
7065,529,54278,Employed,0.163,6003,Car Purchase,Single,1,Renter,Defaulted,742,Master or above,16766.114485144895,1179,0
7066,800,60541,Employed,0.4,4496,Home Purchase,Single,3,Renter,No Previous Loan,9094,Bachelor,0.0,30270,1
7067,800,231218,Employed,0.266,24798,Car Purchase,Single,0,Owner,No Previous Loan,13387,High School,0.0,115609,1
7068,800,70116,Employed,0.179,8814,Home Purchase,Single,1,Owner,Paid in Full,10286,Bachelor,0.0,35058,1
7069,714,82846,Employed,0.27,10623,Car Purchase,Married,1,Renter,Paid in Full,46753,Bachelor,0.0,36970,1
7070,754,74690,Employed,0.148,2179,Home Purchase,Married,1,Renter,No Previous Loan,9214,Bachelor,0.0,35197,1
7071,574,52611,Employed,0.12,39296,Home Purchase,Single,2,Renter,No Previous Loan,19207,High School,0.0,18874,0
7072,741,114587,Employed,0.37,25331,Personal Expenses,Single,0,Owner,Paid in Full,68583,Bachelor,0.0,53068,1
7073,676,51871,Employed,0.1,30451,Home Purchase,Single,1,Owner,No Previous Loan,21603,High School,0.0,21915,0
7074,541,101684,Employed,0.165,22095,Home Purchase,Married,1,Owner,Defaulted,38144,High School,54474.516878018374,0,1
7075,800,50766,Employed,0.231,3293,Personal Expenses,Single,1,Owner,Paid in Full,10739,Bachelor,0.0,25383,1
7076,800,37127,Employed,0.106,18860,Education,Single,0,Renter,Paid in Full,8819,High School,972.8460277989461,17590,1
7077,613,72027,Employed,0.265,8157,Education,Single,2,Living with Parents,Paid in Full,22236,High School,900.0657209713705,26695,1
7078,623,34536,Employed,0.169,5727,Personal Expenses,Married,1,Renter,No Previous Loan,7871,High School,0.0,13447,0
7079,625,78426,Self-employed,0.266,24732,Education,Married,2,Living with Parents,No Previous Loan,7820,Bachelor,0.0,30635,0
7080,800,33025,Employed,0.259,78772,Home Purchase,Single,2,Owner,Paid in Full,4393,High School,0.0,16512,1
7081,712,51153,Self-employed,0.176,66779,Car Purchase,Single,3,Renter,No Previous Loan,14594,Master or above,0.0,22763,1
7082,749,29326,Employed,0.371,27943,Personal Expenses,Single,0,Owner,No Previous Loan,1810,Bachelor,0.0,13728,1
7083,565,246269,Employed,0.133,14553,Personal Expenses,Single,2,Living with Parents,No Previous Loan,1884,High School,0.0,86963,1
7084,800,26242,Employed,0.335,12091,Home Purchase,Single,2,Owner,Paid in Full,22257,High School,1513.0631169630965,11607,1
7085,638,60295,Employed,0.317,6071,Home Purchase,Single,1,Renter,No Previous Loan,13748,High School,0.0,24042,1
7086,711,106271,Employed,0.377,11453,Car Purchase,Married,1,Owner,No Previous Loan,2042,Bachelor,0.0,47224,1
7087,768,100739,Employed,0.217,37209,Education,Married,2,Owner,No Previous Loan,5407,Bachelor,0.0,48354,1
7088,715,91837,Employed,0.121,92868,Home Purchase,Married,1,Renter,Paid in Full,6264,Master or above,1351.983475871433,39687,1
7089,800,51199,Employed,0.4,6629,Personal Expenses,Married,1,Owner,Paid in Full,4327,High School,0.0,25599,1
7090,730,117906,Employed,0.167,2040,Personal Expenses,Single,2,Owner,No Previous Loan,31200,High School,0.0,53794,1
7091,608,0,Unemployed,0.119,8821,Education,Single,2,Living with Parents,Paid in Full,23465,Bachelor,0.0,0,0
7092,800,66719,Employed,0.181,37040,Personal Expenses,Married,2,Owner,No Previous Loan,8974,Bachelor,0.0,33359,1
7093,522,67669,Employed,0.102,119143,Home Purchase,Married,2,Living with Parents,No Previous Loan,70567,Master or above,0.0,22077,1
7094,600,51541,Employed,0.253,55594,Personal Expenses,Married,1,Living with Parents,No Previous Loan,3025,Master or above,0.0,19327,0
7095,698,38073,Employed,0.139,54235,Education,Married,2,Renter,No Previous Loan,7849,High School,0.0,16609,1
7096,624,111376,Self-employed,0.171,6414,Home Purchase,Married,4,Owner,Defaulted,9831,Master or above,1068.5429244095,42368,1
7097,764,115636,Employed,0.297,6597,Car Purchase,Married,1,Owner,Paid in Full,6016,High School,0.0,55216,1
7098,800,38562,Employed,0.262,3991,Car Purchase,Single,2,Owner,No Previous Loan,806,Master or above,0.0,19281,1
7099,629,55559,Self-employed,0.202,7710,Personal Expenses,Single,1,Renter,Paid in Full,4081,High School,0.0,21841,0
7100,800,55847,Employed,0.217,37417,Personal Expenses,Single,0,Owner,Paid in Full,49539,High School,0.0,27923,1
7101,722,59028,Employed,0.201,76137,Education,Married,2,Owner,No Previous Loan,14305,Master or above,0.0,26636,1
7102,598,0,Unemployed,0.157,21190,Personal Expenses,Single,0,Renter,No Previous Loan,23137,High School,0.0,0,0
7103,800,96329,Employed,0.2,11622,Home Purchase,Single,1,Renter,Paid in Full,51013,Master or above,0.0,48164,1
7104,678,41294,Employed,0.249,5162,Personal Expenses,Divorced,0,Renter,No Previous Loan,2896,Master or above,0.0,17498,0
7105,601,39297,Employed,0.187,13403,Education,Single,0,Renter,Defaulted,57007,High School,38350.66471816089,0,0
7106,750,111347,Employed,0.242,18378,Home Purchase,Single,2,Renter,No Previous Loan,6513,Bachelor,0.0,52193,1
7107,623,47609,Employed,0.116,3472,Personal Expenses,Single,0,Renter,No Previous Loan,19464,High School,0.0,18537,0
7108,800,31907,Self-employed,0.14,37694,Education,Married,1,Living with Parents,Paid in Full,27141,High School,3972.315183663593,11981,0
7109,770,47076,Employed,0.127,9817,Personal Expenses,Married,2,Living with Parents,No Previous Loan,6913,High School,0.0,22655,1
7110,586,50872,Self-employed,0.143,35497,Education,Married,3,Renter,No Previous Loan,9045,Master or above,0.0,18631,0
7111,671,0,Unemployed,0.329,14837,Personal Expenses,Married,2,Owner,No Previous Loan,8938,Bachelor,0.0,0,0
7112,529,95274,Employed,0.273,20191,Home Purchase,Divorced,2,Living with Parents,No Previous Loan,3250,Bachelor,0.0,31499,1
7113,800,106495,Employed,0.1,7434,Education,Single,1,Renter,Paid in Full,4305,Master or above,0.0,53247,1
7114,799,90407,Employed,0.244,10627,Home Purchase,Single,0,Owner,Paid in Full,11931,Bachelor,0.0,45146,1
7115,669,0,Unemployed,0.161,28505,Home Purchase,Single,1,Renter,Paid in Full,1652,Master or above,0.0,0,0
7116,746,42533,Self-employed,0.132,13151,Home Purchase,Single,0,Renter,No Previous Loan,7321,Bachelor,0.0,19831,1
7117,788,54328,Employed,0.1,4968,Car Purchase,Single,4,Owner,Paid in Full,8227,High School,0.0,26756,1
7118,650,36575,Employed,0.297,16770,Personal Expenses,Married,3,Renter,Defaulted,5626,Bachelor,20195.940835019846,0,0
7119,641,54006,Employed,0.1,22059,Car Purchase,Single,0,Renter,No Previous Loan,35259,Bachelor,0.0,21636,0
7120,639,0,Unemployed,0.195,59201,Education,Married,4,Living with Parents,Paid in Full,18370,Bachelor,0.0,0,0
7121,758,64176,Employed,0.105,47494,Personal Expenses,Married,3,Owner,No Previous Loan,10670,High School,0.0,30403,1
7122,578,115594,Employed,0.278,14061,Personal Expenses,Single,1,Living with Parents,No Previous Loan,49887,Bachelor,0.0,41758,1
7123,743,33907,Self-employed,0.167,8677,Home Purchase,Divorced,0,Owner,No Previous Loan,12175,Bachelor,0.0,15745,1
7124,800,77050,Employed,0.187,11938,Home Purchase,Married,1,Owner,No Previous Loan,4345,Bachelor,0.0,38525,1
7125,610,32142,Employed,0.19,8884,Home Purchase,Married,2,Renter,Defaulted,9037,High School,87073.52210868774,0,0
7126,329,62892,Employed,0.23,24883,Home Purchase,Single,1,Renter,No Previous Loan,5454,Bachelor,0.0,12932,1
7127,726,86878,Employed,0.201,42508,Car Purchase,Married,3,Owner,No Previous Loan,4373,Bachelor,0.0,39420,1
7128,532,53897,Employed,0.196,51825,Personal Expenses,Single,1,Living with Parents,No Previous Loan,14178,High School,0.0,17920,0
7129,678,0,Unemployed,0.148,9932,Home Purchase,Single,0,Living with Parents,No Previous Loan,45653,High School,0.0,0,0
7130,800,37131,Employed,0.1,8989,Car Purchase,Single,1,Renter,No Previous Loan,29057,High School,0.0,18565,1
7131,762,26114,Employed,0.1,9851,Car Purchase,Single,1,Renter,No Previous Loan,8006,High School,0.0,12436,1
7132,727,79269,Employed,0.272,2172,Education,Married,4,Renter,No Previous Loan,13586,High School,0.0,36017,1
7133,616,143502,Employed,0.169,4505,Personal Expenses,Married,1,Living with Parents,No Previous Loan,5987,Bachelor,0.0,55248,1
7134,672,36463,Employed,0.134,14490,Personal Expenses,Single,0,Renter,Paid in Full,28577,High School,0.0,15314,0
7135,633,110547,Self-employed,0.1,21918,Education,Married,2,Renter,No Previous Loan,15044,Bachelor,0.0,43735,0
7136,651,61316,Self-employed,0.1,24513,Education,Single,0,Renter,No Previous Loan,9063,Master or above,0.0,24947,0
7137,406,30768,Employed,0.13,6872,Education,Single,1,Renter,No Previous Loan,29944,Bachelor,0.0,7807,0
7138,800,34075,Employed,0.289,9179,Education,Single,1,Renter,No Previous Loan,10244,High School,0.0,17037,1
7139,704,60475,Employed,0.144,11456,Education,Married,2,Living with Parents,Paid in Full,4992,Bachelor,0.0,26609,1
7140,624,0,Unemployed,0.24,10246,Personal Expenses,Married,1,Renter,No Previous Loan,54942,High School,0.0,0,0
7141,661,31121,Employed,0.14,29846,Car Purchase,Single,0,Living with Parents,No Previous Loan,9904,Master or above,0.0,12856,0
7142,753,25721,Self-employed,0.264,4054,Personal Expenses,Single,1,Renter,Paid in Full,5484,Bachelor,0.0,12104,1
7143,566,39290,Employed,0.165,4752,Home Purchase,Single,0,Owner,Defaulted,15680,High School,6133.366163852442,7765,0
7144,608,0,Unemployed,0.1,11129,Car Purchase,Married,1,Renter,No Previous Loan,1011,Bachelor,0.0,0,0
7145,764,59808,Self-employed,0.173,3828,Car Purchase,Married,2,Renter,No Previous Loan,13188,Bachelor,0.0,28558,1
7146,622,46699,Self-employed,0.383,2242,Personal Expenses,Married,2,Renter,No Previous Loan,55862,High School,0.0,18154,0
7147,676,66372,Employed,0.379,3368,Home Purchase,Single,2,Living with Parents,No Previous Loan,33779,High School,0.0,28042,0
7148,707,100923,Employed,0.249,11767,Car Purchase,Married,1,Renter,No Previous Loan,28418,High School,0.0,44595,1
7149,627,73069,Employed,0.186,28179,Education,Divorced,0,Living with Parents,Paid in Full,18920,Bachelor,0.0,28633,1
7150,800,56468,Self-employed,0.23,28772,Education,Married,2,Renter,No Previous Loan,32864,Bachelor,0.0,28234,0
7151,603,95428,Employed,0.232,73403,Education,Divorced,1,Living with Parents,Paid in Full,6969,Master or above,0.0,35964,1
7152,715,0,Unemployed,0.196,16605,Car Purchase,Married,2,Renter,No Previous Loan,19883,Master or above,0.0,0,0
7153,800,53617,Self-employed,0.244,18996,Personal Expenses,Single,0,Renter,Paid in Full,15179,High School,0.0,26808,0
7154,659,54260,Employed,0.221,11677,Education,Married,3,Renter,Paid in Full,28982,Bachelor,0.0,22348,0
7155,526,32325,Self-employed,0.168,12258,Personal Expenses,Married,2,Living with Parents,No Previous Loan,3020,High School,0.0,10626,0
7156,649,48638,Employed,0.1,120132,Personal Expenses,Single,0,Living with Parents,Paid in Full,15411,High School,0.0,19728,0
7157,750,21260,Employed,0.154,19480,Home Purchase,Married,2,Owner,No Previous Loan,13858,High School,0.0,9965,1
7158,723,156090,Employed,0.28,21249,Education,Married,1,Renter,No Previous Loan,30199,Master or above,0.0,70533,1
7159,607,37548,Employed,0.197,4772,Home Purchase,Married,3,Living with Parents,No Previous Loan,1620,High School,0.0,14244,0
7160,544,132608,Self-employed,0.23,22611,Car Purchase,Married,3,Owner,No Previous Loan,8935,Bachelor,0.0,45086,1
7161,648,61153,Employed,0.172,28973,Car Purchase,Married,4,Living with Parents,Paid in Full,6351,Bachelor,0.0,24766,1
7162,648,79581,Employed,0.1,45529,Personal Expenses,Married,2,Renter,Paid in Full,8039,Bachelor,678.3238098621333,31551,1
